EJER;CCAA;PROV;SEXO;NACIONALIDAD;MODELO;M100_1;M100_2;M100_3;M100_4;M100_5;M100_6;M100_7;M100_8;M100_9;M100_10;M100_11;M100_12;M100_13;M100_14;M100_15;M100_16;M100_17;M100_18;M100_19;M100_20;M100_21;M100_22;M100_23;M100_24;M100_25;M100_26;M100_27;M100_28;M100_29;M100_30;M100_31;M100_32;M100_33;M100_34;M100_35
2021;13;28;2;0;100;40601974618,570000;33676732615,050000;1465603532,200000;20029511,980000;487706340,130000;971993422,190000;1804118024,390000;76384762,710000;20789348,530000;53526337,410000;2822555452,560000;37363151941,790000;4061507454,000000;41424659395,790000;36787154491,320000;4060134504,900000;40815443807,520000;11795182412,920000;9341122950,000000;1678517450,000000;20120212,920000;755421800,000000;4429174302,340000;4229136887,800000;8658311190,140000;168909782,490000;3567660,870000;86017520,880000;53265226,480000;8336876237,580000;674846147,750000;529639334,480000;240690846,080000;1604855;1573089
2021;13;28;2;1;100;2067068585,390000;1450526786,090000;64700282,950000;1319807,110000;7060512,940000;21065986,860000;118218587,780000;49582869,610000;36854,540000;2890875,390000;79599466,830000;1653802230,310000;140003308,730000;1793805539,040000;1617121150,750000;139918421,070000;1752179393,410000;896717489,140000;689138700,000000;184950550,000000;2253489,140000;20374750,000000;172156427,730000;164181200,850000;336337628,580000;4453044,880000;111354,860000;2043676,420000;6188190,070000;317199027,130000;12197246,640000;-1745161,450000;22733374,090000;129086;123253
2021;13;28;1;0;100;58810856129,180000;51832173589,480000;2577975407,520000;31605892,410000;550723382,750000;889848806,320000;4489322006,060000;220636695,090000;30398776,640000;76410926,640000;3861535836,490000;58595911658,400000;6020276923,440000;64616188581,840000;57039999214,420000;6015382330,480000;62993850085,720000;13133762019,470000;10429934000,000000;1750693250,000000;15675369,470000;937459400,000000;7965999433,910000;7539478828,540000;15505478262,450000;209182625,080000;21775520,780000;96703969,020000;53915160,220000;15026652423,210000;1187015074,550000;1083608344,160000;143729603,430000;1996873;1716675
2021;13;28;1;1;100;3810054319,820000;3077654110,250000;129211831,250000;13310957,690000;9652239,230000;23652693,630000;348451093,700000;64457631,700000;72606,420000;3926300,230000;324409131,840000;3549190598,220000;439057032,780000;3988247631,000000;3441438815,030000;438637915,560000;3870268843,580000;1198375654,960000;891425100,000000;276718700,000000;1762754,960000;28469100,000000;496076642,390000;462979020,200000;959055662,590000;7881965,590000;763024,290000;3082379,860000;7606599,590000;909831914,630000;86084712,370000;77365598,660000;15670950,740000;187214;159309
2021;12;36;1;1;100;117591476,100000;85290567,410000;1010690,580000;16313,540000;181035,050000;450240,310000;10555482,410000;1227878,310000;24109,160000;354110,260000;959320,230000;98467707,570000;1893140,980000;100360848,550000;94619711,830000;1875099,350000;96109341,990000;49972650,000000;37682550,000000;10345650,000000;76950,000000;1867500,000000;9646023,250000;9678862,590000;19324885,840000;155852,020000;5118,040000;49789,260000;128913,630000;18870529,800000;415418,410000;23820,380000;640998,090000;7826;6648
2021;12;36;2;1;100;58033336,270000;31721668,920000;710409,070000;8504,990000;133109,780000;437082,430000;3219268,440000;1057911,970000;46734,380000;477274,450000;962173,170000;37349160,060000;1655354,840000;39004514,900000;36147702,150000;1653317,310000;37502210,670000;38233500,000000;28551950,000000;8457050,000000;65000,000000;1159500,000000;2713242,680000;2755200,720000;5468443,400000;77302,780000;888,520000;36976,900000;65056,790000;5216892,630000;-184968,590000;-769347,570000;880695,630000;5323;5074
2021;12;36;2;0;100;3916650244,270000;2895302317,440000;75648056,770000;1328767,950000;38549950,200000;92452637,180000;183601687,970000;28950069,660000;7047339,010000;9949427,570000;143089460,420000;3294292040,030000;210649961,170000;3504942001,200000;3235902171,750000;210438220,430000;3440687419,690000;1663686851,650000;1274185150,000000;215592700,000000;6903601,650000;167005400,000000;296155434,040000;301780040,580000;597935474,620000;11706078,030000;102472,710000;5267909,210000;3038109,340000;577832964,800000;34735132,450000;11263973,180000;32713540,080000;220661;213502
2021;12;36;1;0;100;5686475519,820000;4680607285,910000;117218518,610000;2140226,350000;40942415,420000;83452959,550000;342704002,270000;34526634,570000;8921908,010000;13268158,430000;173958267,880000;5253629638,160000;275211097,010000;5528840735,170000;5055377019,060000;274708711,750000;5320213088,710000;1936394168,320000;1483002900,000000;227499750,000000;7669268,320000;218222250,000000;506818449,120000;515418874,700000;1022237323,820000;16246834,170000;259300,980000;5013265,600000;4504961,070000;995315540,060000;33148689,860000;11148986,880000;26384252,040000;290214;243427
2021;14;30;2;1;100;276251913,780000;129464771,720000;2545974,180000;117058,000000;998524,060000;1884397,520000;12958232,710000;4544767,750000;515713,700000;1099920,580000;3733728,530000;152312516,770000;6098787,490000;158411304,260000;146853572,980000;6082784,750000;152260353,680000;196105025,000000;146563100,000000;45277350,000000;146575,000000;4118000,000000;8630061,270000;8555742,980000;17185804,250000;368202,340000;773,160000;85112,100000;109507,690000;16395378,670000;912325,180000;-1787334,720000;4398423,310000;26772;25625
2021;14;30;2;0;100;5167641034,920000;3809682594,950000;96980216,810000;1771630,270000;81009551,860000;101803835,090000;220321679,480000;28652709,650000;32541098,790000;11381301,780000;239545644,340000;4341620714,180000;319253605,460000;4660874319,640000;4260404213,010000;318903356,200000;4574038538,160000;2221658758,280000;1620849850,000000;364170950,000000;4066958,280000;232571000,000000;411003174,650000;405561179,820000;816564354,470000;20729780,660000;141145,470000;7041250,370000;3349214,230000;786348785,180000;38211225,050000;2627118,760000;54562497,460000;286901;276260
2021;14;30;1;0;100;7845916067,190000;6377207093,590000;186375922,320000;3300022,640000;101757768,010000;105811619,460000;545856715,550000;51815995,050000;73783637,080000;15771798,110000;318069626,030000;7362193107,850000;478388215,870000;7840581323,720000;7039258950,470000;477542362,050000;7506340230,600000;2842240114,120000;2028081600,000000;464939100,000000;5094914,120000;344124500,000000;716606956,230000;708193815,210000;1424800771,440000;35141752,520000;533515,890000;7902586,590000;5204742,980000;1376205571,210000;43010741,260000;4708127,960000;55319547,520000;416826;338912
2021;14;30;1;1;100;745504006,830000;446100122,040000;4256722,850000;187653,970000;1624192,640000;2216865,580000;26721966,150000;9029769,320000;1337301,910000;1809598,840000;14646273,880000;490577853,610000;18596775,390000;509174629,000000;452461769,200000;18507613,370000;469663451,850000;432868275,000000;301810700,000000;121409450,000000;187625,000000;9460500,000000;26211447,480000;26094457,150000;52305904,630000;1105828,300000;16664,780000;124615,620000;373666,180000;47985833,550000;-362426,880000;-4097557,230000;8771088,460000;64912;53238
2021;7;24;2;1;100;27791327,340000;14399433,520000;96837,810000;12932,520000;74019,910000;101446,810000;969539,920000;924565,250000;107736,530000;415665,660000;136137,670000;17216534,560000;196689,840000;17413224,400000;16457677,380000;195992,040000;16574707,300000;20046850,000000;14789300,000000;4591050,000000;30500,000000;636000,000000;1068803,070000;1053097,100000;2121900,170000;39159,040000;0,000000;13498,880000;44096,180000;2031553,340000;-260189,480000;-567783,440000;452043,950000;2778;2635
2021;7;24;2;0;100;1940290766,890000;1448266926,710000;36524775,220000;306873,040000;26541681,360000;32983714,300000;76242738,100000;16443755,460000;13343152,250000;5046341,060000;60213871,620000;1639019532,000000;91631634,230000;1730651166,230000;1608889242,570000;91448937,220000;1698280052,730000;797126470,830000;638731650,000000;85147350,000000;1316220,830000;71931250,000000;148581024,040000;145427950,150000;294008974,190000;7110477,630000;42690,780000;2693500,920000;2486852,060000;281934993,900000;11413245,280000;2855828,890000;12122548,410000;108114;104684
2021;7;24;1;0;100;2941840988,160000;2435195676,590000;57893667,720000;786950,460000;32790431,230000;32133240,490000;164938958,630000;20517593,060000;40802579,120000;6256550,660000;79847252,120000;2765903083,880000;125321140,170000;2891224224,050000;2644806473,040000;124947407,520000;2764481194,430000;996302091,660000;794745050,000000;95181350,000000;1496691,660000;104879000,000000;259390270,620000;253387947,200000;512778217,820000;11291298,420000;88980,470000;2868875,680000;3829087,230000;494981361,300000;2785342,780000;-5887763,820000;10170128,800000;155193;127028
2021;7;24;1;1;100;62660656,430000;43720980,400000;297704,160000;18883,800000;132718,730000;123688,370000;3327447,650000;993528,810000;113422,350000;442614,820000;566933,340000;49362253,900000;865729,860000;50227983,760000;45906179,570000;859647,270000;46598237,280000;30862200,000000;22016700,000000;7414600,000000;19400,000000;1411500,000000;3455548,920000;3389525,130000;6845074,050000;127222,780000;0,000000;25638,020000;145255,410000;6509889,410000;-729589,200000;-981609,600000;473420,400000;4931;3878
2021;77;99;1;1;100;46530629,390000;29804627,080000;976358,800000;22449,870000;233432,530000;622881,530000;3649181,680000;4612610,900000;4501,670000;628647,860000;2317537,440000;39725852,530000;3160901,980000;42886754,510000;36086696,110000;3159002,930000;39199148,660000;40458350,000000;21756500,000000;15888450,000000;12900,000000;2800500,000000;2862056,460000;2843562,910000;5705619,370000;43525,060000;1960810,440000;11315,300000;0,000000;3340199,650000;64221,470000;-408080,220000;1555484,980000;5068;3864
2021;77;99;2;1;100;17898049,760000;9796988,850000;125063,240000;24198,720000;98778,580000;547727,260000;1171406,720000;1088044,370000;5420,750000;445318,130000;155693,790000;13184225,270000;278893,100000;13463118,370000;12411893,180000;278472,010000;12669200,370000;21104800,000000;11926850,000000;7561350,000000;17600,000000;1599000,000000;959763,730000;959763,730000;1919527,460000;17246,980000;733816,300000;6716,860000;0,000000;1151244,850000;-48581,410000;-315924,280000;647476,860000;2327;2120
2021;77;99;1;0;100;1069941341,910000;919941430,330000;26117321,040000;354508,720000;11705678,740000;20295450,540000;59685888,950000;16263071,040000;111694,000000;3887487,340000;27872235,570000;1036358938,880000;51340439,810000;1087699378,690000;995976070,880000;51270614,420000;1046565327,500000;338325530,000000;219729300,000000;75252500,000000;397230,000000;42946500,000000;110566912,830000;110433120,680000;221000033,510000;3892673,820000;124504693,920000;945122,400000;0,000000;91529933,330000;-5278773,620000;-10147286,540000;10540189,220000;47317;37433
2021;77;99;2;0;100;615293320,260000;490796058,110000;14569854,780000;198088,370000;7966556,790000;16649641,270000;20524526,350000;8527761,500000;192783,030000;2615039,250000;18203807,900000;549866189,870000;31525184,650000;581391374,520000;540238087,940000;31500837,400000;571504445,280000;236178449,990000;159986650,000000;46839250,000000;326049,990000;29026500,000000;56175973,960000;56166395,750000;112342369,710000;2474177,240000;63629505,880000;761050,440000;0,000000;45515264,940000;-3002108,080000;-6497650,990000;6650376,210000;29008;27692
2021;8;45;2;0;100;2421665841,130000;1766302508,800000;32511203,350000;700831,090000;33371948,920000;40511189,400000;92809819,020000;15426137,650000;12349970,050000;6118087,220000;86118132,740000;1982013511,830000;113506793,430000;2095520305,260000;1944337335,520000;113312674,430000;2054435810,150000;1022891551,660000;787548450,000000;169712400,000000;1493301,660000;64137400,000000;176436299,520000;176391612,920000;352827912,440000;12272002,430000;26408,930000;3125901,100000;2041925,660000;336062152,310000;9954790,650000;-3139759,360000;21974165,620000;139252;134307
2021;8;45;2;1;100;93083982,630000;49439036,380000;187701,110000;19672,620000;269086,850000;344771,100000;3425461,940000;3748154,100000;40751,790000;513904,590000;795126,580000;58100387,020000;976999,600000;59077386,620000;55780742,090000;970102,370000;56374762,030000;63552729,160000;45388050,000000;16573150,000000;117779,160000;1473750,000000;3458532,070000;3458532,070000;6917064,140000;225875,370000;516,680000;50914,220000;70554,520000;6591698,870000;-933482,760000;-1955475,230000;1648359,160000;8660;8144
2021;8;45;1;1;100;208037605,520000;138560804,860000;670541,370000;26602,610000;482912,050000;466645,870000;13551356,660000;5618725,240000;96966,450000;669701,620000;638482,040000;160058344,710000;1249008,620000;161307353,330000;146488718,180000;1241553,110000;146968433,810000;118440391,660000;77758500,000000;37466550,000000;135841,660000;3079500,000000;9285605,440000;9285605,440000;18571210,880000;505178,640000;2112,580000;99208,500000;196005,130000;17774261,940000;-3536938,630000;-4635984,740000;2442622,780000;18138;13942
2021;8;45;1;0;100;4051440688,480000;3264599618,440000;65244458,930000;1319574,020000;51311531,880000;46850216,340000;243159937,760000;31737770,770000;35756586,000000;8840897,570000;120664265,760000;3713791884,480000;176762516,540000;3890554401,020000;3524385293,460000;176338619,360000;3693821168,560000;1454498079,990000;1110056000,000000;225565450,000000;1677229,990000;117199400,000000;335658158,860000;335501493,670000;671159652,530000;21732715,440000;151993,170000;4107074,620000;4096266,180000;641770009,870000;1945118,710000;-11012263,730000;19929650,130000;230954;183237
2021;7;49;1;1;100;16239665,990000;10323455,240000;30720,830000;2659,670000;16584,390000;147760,900000;1165556,230000;334428,320000;10154,250000;131208,590000;75898,280000;12171574,720000;104923,620000;12276498,340000;11343560,660000;103083,870000;11358655,320000;8939350,000000;6348250,000000;2211700,000000;7400,000000;372000,000000;745202,790000;732460,200000;1477662,990000;24330,920000;0,000000;3198,840000;35837,880000;1417442,480000;-83118,070000;-149317,300000;151749,230000;1379;1124
2021;7;49;2;0;100;623474183,290000;450284761,540000;11944005,290000;253552,150000;8519788,750000;11848160,790000;27021834,850000;5852473,880000;6585044,540000;2353112,000000;19533912,430000;518873488,970000;29669798,900000;548543287,870000;509001790,170000;29606233,110000;537494388,700000;275293612,500000;222232750,000000;28464350,000000;481012,500000;24115500,000000;45629320,310000;44646584,440000;90275904,750000;2146965,960000;77711,260000;815174,460000;717607,000000;86652597,100000;3818654,670000;1193132,780000;3857129,500000;37757;36283
2021;7;49;2;1;100;9869884,470000;4919289,340000;25937,540000;414,000000;20172,370000;20876,960000;155848,700000;257413,580000;25877,460000;89285,140000;11239,310000;5504669,840000;38355,700000;5543025,540000;5293587,250000;37673,980000;5301590,140000;6837850,000000;5133150,000000;1482000,000000;3700,000000;219000,000000;323071,940000;318469,460000;641541,400000;11837,900000;0,000000;3145,420000;16923,500000;610233,450000;-101206,970000;-212853,320000;166546,350000;947;915
2021;7;49;1;0;100;886558849,740000;692406425,040000;19040118,730000;332294,630000;12612746,980000;13640221,670000;70076518,720000;9912711,060000;32670454,960000;3110324,670000;28522468,770000;852005590,240000;43717995,560000;895723585,800000;805116066,380000;43551009,570000;846073483,100000;375822650,000000;302212350,000000;34523650,000000;604150,000000;38482500,000000;73671270,640000;72153896,660000;145825167,300000;3605288,110000;130911,160000;840269,460000;1095914,630000;140317396,280000;4477898,150000;1746249,150000;3437397,900000;59337;47548
2021;3;33;1;0;100;7501450453,360000;6400628790,080000;133421784,470000;3161695,250000;58905117,130000;87792152,190000;393983758,210000;50545444,530000;10853059,710000;20820227,890000;196038391,680000;7097922667,170000;306291675,950000;7404214343,120000;6795170971,360000;305253598,750000;7089743204,380000;2294315283,310000;1797411750,000000;208587850,000000;4699433,310000;283616250,000000;700758123,410000;710049482,150000;1410807605,560000;26773306,310000;401753,390000;7720196,900000;4432237,540000;1370820670,710000;1225291,760000;-22544445,800000;27456396,560000;357856;287034
2021;3;33;1;1;100;120477150,960000;86474769,340000;1564147,950000;110975,640000;287638,270000;644495,790000;12838888,790000;3317715,980000;49622,270000;812684,600000;2856008,050000;105727464,580000;4210392,710000;109937857,290000;100375920,100000;4188077,830000;104195565,420000;57507175,000000;43041050,000000;12343650,000000;50975,000000;2071500,000000;9207275,260000;9407594,920000;18614870,180000;257894,920000;4054,560000;77610,200000;412821,260000;17793045,510000;182966,700000;-260445,860000;669312,510000;9189;7602
2021;3;33;2;0;100;4562940867,470000;3516988497,440000;87568944,950000;1736189,180000;48830013,340000;96982038,430000;203466785,230000;39079494,000000;5897676,390000;18204508,540000;172430564,910000;3985417904,160000;246609099,330000;4232027003,490000;3916600780,110000;246130389,340000;4156330486,190000;1797632745,820000;1416756700,000000;189244750,000000;3320795,820000;188310500,000000;377648392,220000;382757980,130000;760406372,350000;17203798,220000;48274,080000;7089709,180000;4128284,080000;732451949,110000;39724186,190000;20709859,810000;26517937,710000;242811;234002
2021;3;33;2;1;100;64726411,370000;35522793,110000;719884,310000;20398,140000;204071,690000;673582,910000;5068522,390000;2959770,190000;48335,020000;946556,480000;1236801,310000;46073566,440000;1951869,980000;48025436,420000;44324269,660000;1937917,480000;45947771,330000;46044700,000000;34450400,000000;10031700,000000;53600,000000;1509000,000000;3428000,270000;3484007,380000;6912007,650000;126687,140000;2850,980000;41435,480000;193508,700000;6464226,230000;-43574,640000;-625001,330000;873676,710000;6480;6132
2021;17;26;1;0;100;2104110061,600000;1760020839,460000;68914687,250000;1072962,930000;26680030,530000;28383872,600000;147065644,000000;16656607,550000;28231090,580000;8046558,970000;108644558,830000;2042586823,220000;166397391,700000;2208984214,920000;1971983060,210000;166161484,930000;2135059723,300000;666368437,480000;532003700,000000;79798100,000000;800887,480000;53765750,000000;212550604,180000;211692903,910000;424243508,090000;10155745,440000;136103,290000;2675268,250000;1032401,670000;410432201,370000;26003285,420000;21552433,870000;6329201,750000;101716;86868
2021;17;26;1;1;100;147754256,980000;105061658,870000;281177,930000;362,040000;243093,390000;251982,120000;7243344,870000;2187196,770000;197262,880000;904999,820000;640242,380000;116409564,620000;910112,740000;117319677,360000;109167846,320000;906147,730000;109697029,290000;71176350,000000;48851350,000000;20630650,000000;102850,000000;1591500,000000;7771536,010000;7739432,140000;15510968,150000;378663,100000;5699,880000;54845,100000;123764,820000;14972905,430000;-1737217,040000;-2295362,720000;1187845,620000;10924;8758
2021;17;26;2;0;100;1444953156,220000;1101691377,740000;46524985,900000;999788,170000;21959669,360000;29621144,230000;67006311,390000;12010904,190000;7455964,520000;8369334,520000;61526503,120000;1264649228,210000;100894823,510000;1365544051,720000;1241154097,360000;100763521,180000;1340289128,110000;554581370,830000;444634700,000000;71510600,000000;809570,830000;37626500,000000;121649642,820000;120136860,560000;241786503,380000;6942017,190000;20379,980000;2387201,330000;728274,930000;232073909,770000;13025354,350000;8308471,320000;8617907,910000;76216;74078
2021;17;26;2;1;100;68801030,430000;37436215,110000;196227,620000;2573,310000;128479,890000;129590,270000;2729278,560000;1772649,280000;112250,480000;893012,570000;782314,170000;43371498,370000;936695,400000;44308193,770000;41690762,560000;928285,530000;42383838,940000;42995150,000000;31611900,000000;10331200,000000;93550,000000;958500,000000;2320344,260000;2252383,710000;4572727,970000;177555,140000;4712,160000;34786,280000;45965,660000;4335518,630000;-550748,900000;-1057759,920000;894960,980000;5996;5674
2021;12;27;2;0;100;1361924927,280000;987289293,940000;16275956,440000;1048396,080000;17021207,340000;26398799,640000;57233892,360000;10289820,200000;10757988,950000;3882107,720000;37213919,570000;1133688860,120000;50792235,980000;1184481096,100000;1111954447,580000;50631271,390000;1160076469,570000;592896237,480000;470577750,000000;59753700,000000;4243787,480000;58321000,000000;99116545,990000;101133119,220000;200249665,210000;3106153,010000;31405,660000;1471699,830000;731574,720000;195087237,580000;10562417,440000;2000588,300000;11107466,170000;80705;77208
2021;12;27;1;1;100;41405057,350000;27359266,700000;106200,540000;6632,210000;38622,990000;48924,410000;2692737,000000;553640,850000;5453,120000;153677,500000;202963,300000;30952666,360000;299877,680000;31252544,040000;29298976,450000;289571,780000;29456992,550000;22273400,000000;16065250,000000;5540850,000000;26800,000000;640500,000000;1988866,040000;2012073,780000;4000939,820000;26570,240000;0,000000;10298,180000;57822,160000;3902264,010000;-405390,370000;-624985,120000;373378,020000;3416;2864
2021;12;27;2;1;100;18595948,840000;7721234,950000;34204,840000;20914,100000;45786,880000;165776,250000;1049301,250000;346545,770000;24611,470000;126917,570000;189140,400000;9674950,450000;218717,500000;9893667,950000;9246736,040000;217446,810000;9311680,310000;15600200,000000;11240400,000000;3899300,000000;24000,000000;436500,000000;518913,420000;527507,310000;1046420,730000;10998,080000;0,000000;7964,920000;14885,780000;981605,200000;-103585,870000;-339388,190000;364402,330000;2103;2004
2021;12;27;1;0;100;1720174488,390000;1371218967,120000;33288800,750000;1429592,300000;18564698,990000;25059201,830000;125180676,210000;11862856,090000;15021776,900000;5524083,700000;48063627,410000;1601609551,090000;76075920,470000;1677685471,560000;1542645813,360000;75873356,300000;1613786222,790000;656869243,310000;521067250,000000;60008000,000000;5920093,310000;69873900,000000;147631884,640000;150470166,200000;298102050,840000;4032529,980000;57709,120000;1332183,030000;1046616,890000;292275402,800000;13369093,510000;5367501,250000;8902178,290000;97898;84489
2021;7;47;2;1;100;54692120,400000;29254276,510000;984858,930000;8899,560000;114110,940000;220163,720000;2128525,800000;1262958,320000;98489,760000;463114,370000;1421851,890000;33955329,970000;2382114,090000;36337444,060000;33045966,200000;2381723,790000;35251255,710000;33110200,000000;25209850,000000;7103250,000000;50100,000000;747000,000000;2582839,100000;2545899,250000;5128738,350000;81136,880000;2010,820000;86495,480000;144514,160000;4742643,540000;-125322,340000;-691276,710000;832424,400000;4690;4520
2021;7;47;2;0;100;2575858925,650000;1987881165,310000;60251630,200000;640373,630000;28716654,720000;52437715,890000;102810766,860000;10808232,990000;7859902,120000;6215750,020000;94993783,360000;2218520287,330000;144104366,520000;2362624653,850000;2180860015,360000;143952703,480000;2322201557,360000;945673900,000000;757101700,000000;118337500,000000;1036700,000000;69198000,000000;216917169,930000;212376968,490000;429294138,420000;11650284,940000;126183,940000;4655314,120000;3769500,010000;409659288,090000;15379752,790000;5033593,000000;16128540,440000;129633;126540
2021;7;47;1;1;100;101632274,770000;69103870,830000;2079837,240000;996,170000;147790,850000;254314,740000;7121837,860000;1560769,910000;52308,540000;653830,420000;921238,170000;79537560,300000;2940326,420000;82477886,720000;75138736,110000;2936722,840000;77914498,630000;47669350,000000;34699000,000000;11860650,000000;46200,000000;1063500,000000;6604600,490000;6428833,720000;13033434,210000;198344,220000;3115,000000;40059,180000;279513,330000;12511283,720000;-676855,780000;-983725,620000;672719,790000;7461;6210
2021;7;47;1;0;100;4047886302,880000;3425923853,690000;92804654,820000;859390,320000;37640723,350000;53502548,480000;261486341,840000;22699613,570000;34303523,730000;9354386,640000;125423680,380000;3883458490,620000;200993124,240000;4084451614,860000;3713535949,820000;200515479,410000;3908392752,200000;1234126380,000000;983379400,000000;141533300,000000;1227180,000000;107986500,000000;393712743,180000;384452197,350000;778164940,530000;18377514,030000;601495,250000;5396372,880000;5727535,350000;748179334,780000;12604102,770000;3042293,930000;12702630,210000;194901;157963
2021;12;32;2;1;100;19148777,800000;9113114,290000;130084,540000;3435,000000;64106,160000;109178,430000;1082661,550000;609461,970000;37333,770000;242507,470000;148588,250000;11288323,360000;268172,900000;11556496,260000;10810517,720000;264669,620000;10968859,510000;15480450,000000;11374200,000000;3212300,000000;22450,000000;871500,000000;643719,180000;654108,050000;1297827,230000;20313,940000;0,000000;9517,880000;23053,290000;1245924,740000;-52743,880000;-289021,250000;309177,370000;2121;2008
2021;12;32;1;1;100;36191565,130000;23985594,990000;138985,200000;0,000000;59288,050000;91696,300000;1968469,950000;444694,400000;50713,750000;167358,190000;433223,150000;26775836,420000;311992,290000;27087828,710000;25319433,430000;311129,380000;25470997,750000;18807200,000000;14149650,000000;3684650,000000;26400,000000;946500,000000;1691105,190000;1710002,700000;3401107,890000;35920,660000;1265,000000;12137,900000;37834,820000;3313272,450000;-374915,680000;-539885,130000;245969,440000;2925;2482
2021;12;32;1;0;100;1553943167,070000;1234016002,060000;36433481,980000;568384,620000;22512802,720000;25663886,270000;95900709,420000;10000352,660000;4088505,250000;4836750,240000;45830900,310000;1408657095,080000;79760808,720000;1488417903,800000;1358189109,580000;79612105,450000;1434772450,950000;600445633,330000;473925400,000000;52974550,000000;1828183,330000;71717500,000000;127697254,900000;130016971,780000;257714226,680000;3635083,320000;289599,720000;1381205,560000;860793,410000;251562292,920000;23125191,810000;16906653,020000;7025560,750000;87349;75444
2021;12;32;2;0;100;1265583098,360000;922801925,750000;24364270,510000;308948,320000;21803512,760000;28960911,830000;50496125,910000;7569133,230000;2481780,060000;4489677,640000;45169858,130000;1049278621,510000;69112488,090000;1118391109,600000;1031103515,110000;69014620,400000;1098573308,690000;557569016,660000;441531650,000000;54216800,000000;1851566,660000;59969000,000000;93386336,400000;95113671,040000;188500007,440000;2884403,210000;75820,740000;1621520,480000;672389,080000;183234573,200000;21671081,110000;14963533,110000;9054141,900000;73932;71216
2021;2;44;1;0;100;811983635,510000;662138481,770000;22515590,100000;787173,040000;10977410,760000;11462768,700000;50307881,150000;5533900,390000;24545988,970000;2326231,830000;38598148,880000;775835201,500000;58314053,570000;834149255,070000;743032512,210000;58218834,470000;799283136,810000;280110000,000000;229620950,000000;32459850,000000;254950,000000;17774250,000000;74425574,510000;77417964,330000;151843538,840000;2762892,080000;13177,280000;790501,620000;278920,140000;148047060,350000;12899921,020000;10951500,260000;2646545,060000;43778;36879
2021;2;44;1;1;100;52149538,090000;35379394,840000;80665,760000;3619,100000;67182,770000;112673,810000;2341120,340000;718412,910000;78556,640000;153281,840000;491645,980000;38864948,860000;568101,780000;39433050,640000;35319816,890000;567598,970000;35749235,180000;28356925,000000;18392150,000000;9350000,000000;13275,000000;601500,000000;2125275,200000;2220167,410000;4345442,610000;104644,600000;577,320000;15227,260000;8609,640000;4209950,900000;-657135,390000;-914765,140000;638779,740000;4383;3296
2021;2;44;2;0;100;520091146,330000;383510898,770000;15238026,990000;426691,780000;8293528,750000;10055673,600000;24632765,150000;4897287,950000;6976087,570000;1268754,090000;15734350,370000;444819645,160000;29304534,040000;474124179,200000;435375362,370000;29266106,080000;463939489,950000;212165400,000000;173952450,000000;26289450,000000;201000,000000;11722500,000000;39859683,300000;41506269,040000;81365952,340000;1718466,750000;4379,780000;720038,240000;154567,300000;78838099,330000;4919964,460000;2403054,380000;3748193,020000;29568;28637
2021;2;44;2;1;100;21078490,460000;10489574,410000;26172,850000;0,000000;36419,410000;70158,940000;1147640,260000;317428,500000;85883,350000;97995,800000;270464,120000;12245667,590000;295184,480000;12540852,070000;11872560,520000;287044,170000;12104721,350000;13395450,000000;10252800,000000;2891300,000000;17350,000000;234000,000000;651117,570000;679444,970000;1330562,540000;45550,280000;0,000000;9760,280000;3007,130000;1276100,710000;-46522,050000;-220432,320000;276410,280000;1915;1839
2021;7;42;1;0;100;572242066,170000;470028982,140000;23652096,440000;514514,270000;8831680,190000;10058174,000000;41645363,180000;4587697,320000;22986287,720000;3399918,620000;16972403,860000;569962423,600000;38248214,810000;608210638,410000;550434541,240000;38201659,400000;587101289,580000;206586427,080000;163301150,000000;20825150,000000;159627,080000;22300500,000000;54855085,520000;53727777,200000;108582862,720000;2518668,370000;20183,940000;654263,020000;1013311,680000;104501654,460000;4962893,160000;3479276,420000;2119844,560000;29845;25986
2021;7;42;1;1;100;28566610,210000;19629391,610000;260741,710000;0,000000;40504,690000;37938,950000;1192208,420000;332861,720000;222772,670000;267323,450000;82539,050000;21866103,740000;338692,110000;22204795,850000;20748461,020000;338671,870000;21013531,410000;13981850,000000;9810400,000000;3703100,000000;10850,000000;457500,000000;1358298,660000;1340523,860000;2698822,520000;56995,660000;4365,220000;9089,780000;101221,670000;2521500,920000;-286072,880000;-402463,620000;264640,720000;2091;1758
2021;7;42;2;1;100;15778398,240000;8639363,220000;122592,880000;0,000000;27527,260000;62652,670000;238802,700000;193957,840000;18299,500000;123888,660000;4884,130000;9427627,070000;124685,430000;9552312,500000;9141595,670000;124545,250000;9240318,740000;9168308,330000;6647900,000000;2272150,000000;15758,330000;232500,000000;542363,020000;535510,850000;1077873,870000;29877,000000;900,000000;7413,420000;31699,220000;1016463,800000;-143253,310000;-272722,190000;242568,880000;1240;1194
2021;7;42;2;0;100;432147783,180000;330074239,310000;15098307,300000;220592,600000;6912573,400000;8477266,090000;15708675,910000;3338749,870000;2546110,210000;2063613,030000;13020719,540000;372842845,250000;26675333,730000;399518178,980000;366913812,370000;26659120,040000;392918483,030000;167963300,000000;133242550,000000;18353000,000000;165250,000000;16202500,000000;34821347,950000;34103260,000000;68924607,950000;1750578,440000;355,260000;668558,800000;649494,770000;65960269,720000;2732404,360000;989800,510000;2789072,590000;22130;21714
