,EJER,CCAA,PROV,SEXO,NACIONALIDAD,MODELO,M100_1,M100_2,M100_3,M100_4,M100_5,M100_6,M100_7,M100_8,M100_9,M100_10,M100_11,M100_12,M100_13,BIT,M100_15,M100_16,M100_17,M100_18,M100_19,M100_20,M100_21,M100_22,M100_23,M100_24,M100_25,M100_26,M100_27,Deduccion_donativos,M100_29,M100_30,M100_31,M100_32,M100_33,num_declarantes,M100_35
188,2021,Aragón,Zaragoza,Mujer,Extranjero,100,208322738.24,112255583.87,1030024.91,57559.74,391035.62,643316.96,9272632.39,4004148.95,136709.2,643622.35,1288791.21,127644311.41,2248843.19,129893154.6,123301681.43,2241976.82,124847121.33,130927066.66,97585000.0,30298150.0,235916.66,2808000.0,7252636.22,7573556.83,14826193.05,504210.4,16645.68,103477.56,22874.62,14184895.93,-1706945.56,-3391376.81,2783621.25,18263,17511
189,2021,Aragón,Zaragoza,Mujer,Nacional,100,4674044269.95,3616587296.21,113955218.13,2168063.87,55685561.24,96867081.22,199023556.48,21244323.54,18803520.33,7553918.0,183489816.03,4060062272.43,278229737.88,4338292010.31,3987544846.3,277937994.03,4262247808.22,1714181629.16,1376392950.0,218986400.0,2256779.16,116545500.0,394786514.74,410966262.06,805752776.8,20902013.83,101656.29,8728002.96,1221097.85,775212233.06,55846014.1,37372293.32,28679733.69,233200,228327
190,2021,Aragón,Zaragoza,Hombre,Nacional,100,7204395569.87,6147149819.73,196202970.23,3213277.6,64308335.18,95165049.6,439646630.37,37797332.71,66227816.0,10262025.23,229427372.83,6920508069.21,393588374.67,7314096443.88,6679247224.02,392948948.29,7064769170.32,2065424513.29,1654610100.0,246529650.0,2537163.69,161747599.6,727852113.25,758200138.15,1486052251.4,31178152.67,482346.75,9817100.22,2008811.28,1441858361.01,80327817.67,65374722.83,19911056.44,316751,267936
191,2021,Aragón,Zaragoza,Hombre,Extranjero,100,446012320.77,314534718.01,1140631.87,13432.25,552820.43,905533.72,25947484.61,5638738.86,370131.4,899468.26,3610627.55,349052845.87,4547606.97,353600452.84,330398109.28,4530594.23,333919043.74,207373958.33,150821250.0,51994250.0,193958.33,4364500.0,23510194.75,24535476.73,48045671.48,1084135.7,9402.04,184958.64,62090.49,46664674.09,-4600903.82,-5893140.77,2636750.43,32495,27042
192,2021,Andalucía,Sevilla,Hombre,Nacional,100,11087471146.7,8980530385.46,193638467.68,3083883.0,126230528.69,137895842.64,763029149.63,106446164.44,81506476.38,25390193.54,425762834.64,10301325591.59,585722704.53,10887048296.12,9836313576.46,584671555.43,10403755407.32,3771887086.6,2831696400.0,639307750.0,5198286.6,295684650.0,1043398057.11,1052387064.11,2095785121.22,44811717.63,1765191.68,13384004.84,3389512.4,2032902033.38,88280797.44,44536697.56,59197996.87,588858,475863
193,2021,Andalucía,Sevilla,Hombre,Extranjero,100,278785451.38,209407357.76,3312567.39,168600.23,784780.96,1550693.84,22709906.7,8936246.47,93677.94,659024.15,4574847.49,244578351.99,7667145.74,252245497.73,237222395.71,7656066.86,243920401.65,101530750.0,76208150.0,23165150.0,87450.0,2070000.0,34378362.62,34058425.46,68436788.08,333994.96,14014.96,155956.71,70287.98,66467072.61,3977349.27,3169491.08,1256091.36,15855,13582
194,2021,Andalucía,Sevilla,Mujer,Nacional,100,7103933044.83,5235175901.21,105632914.61,2322553.84,100850635.64,149259665.39,312969045.44,60337610.05,40685213.14,16036355.16,319230544.74,5983318736.38,408190661.41,6391509397.79,5860666882.13,407661808.02,6260013493.07,3021400544.96,2281298950.0,525898250.0,4344944.96,209858400.0,577118307.24,581800291.23,1158918598.47,26662339.21,676823.71,10564638.86,2388857.39,1119457008.94,75053539.63,24763625.35,75070010.05,408297,389989
195,2021,Andalucía,Sevilla,Mujer,Extranjero,100,120300330.64,70757722.04,3734957.04,199261.37,540305.09,1415633.96,10707342.78,7016283.13,33265.87,622585.28,9356489.69,91476335.49,12949830.18,104426165.67,88651635.99,12939477.68,101052649.54,76025893.33,57162200.0,17084200.0,130993.33,1648500.0,8939567.12,9000361.5,17939928.62,208802.4,1398.58,92504.58,57528.78,17359078.02,2497527.3,1271325.62,1823705.63,10881,10208
196,2021,Castilla y León,Segovia,Hombre,Extranjero,100,52744879.07,35104468.14,183079.88,468.38,71615.95,75505.35,3419601.79,816025.55,111308.42,517287.19,145612.68,40365979.41,317493.49,40683472.9,37560636.47,313837.15,37798930.58,28161150.0,19414700.0,7756650.0,20800.0,969000.0,2274846.34,2247548.36,4522394.7,145872.87,3188.8,17749.44,183346.51,4159781.42,-573097.84,-779153.31,525105.43,4294,3479
197,2021,Castilla y León,Segovia,Mujer,Extranjero,100,33291816.47,17047362.57,147476.27,0.0,63323.67,28137.42,966807.81,679409.47,67107.65,282062.89,181563.07,19330260.11,324912.54,19655172.65,18774598.71,324860.97,19057848.84,19916550.0,15387600.0,4094400.0,26550.0,408000.0,1047503.71,1034632.48,2082136.19,68136.23,41.26,10926.26,66057.61,1940802.99,-228783.57,-537045.78,448005.18,2846,2758
198,2021,Castilla y León,Segovia,Hombre,Nacional,100,911350884.92,749704128.08,20687867.77,470629.19,12869086.14,15618653.51,90901659.55,10229259.26,15862624.75,2589806.86,29325688.06,920152308.46,46513578.27,966665886.73,882688650.37,46433788.78,927461769.97,319470412.5,255358350.0,38443650.0,324912.5,25343500.0,88934463.85,87007540.34,175942004.19,4269617.03,172968.12,1106784.2,1439402.24,169030618.62,8093521.93,5600224.28,3458096.5,49439,41242
199,2021,Castilla y León,Segovia,Mujer,Nacional,100,623088440.84,472675365.13,12363049.42,120772.78,9587659.14,13209167.29,27076111.13,5763768.01,3154199.84,1450175.92,24092280.84,540880414.87,34300248.97,575180663.84,531187343.29,34272864.92,564181449.09,243890200.0,194873750.0,30844850.0,230100.0,17941500.0,49910128.85,48878274.04,98788402.89,2660810.66,31016.96,1004997.36,995482.18,94228485.48,3958590.88,1143330.38,4349785.01,33179,32287
200,2021,Castilla y León,Palencia,Hombre,Extranjero,100,20733166.93,13381746.26,52837.88,0.0,34963.93,30836.13,1211239.56,444397.24,0.0,194312.96,19541.03,15335960.9,63860.35,15399821.25,14032313.71,63827.98,14077815.03,11678875.0,7944750.0,3405050.0,575.0,328500.0,789953.92,779464.9,1569418.82,46322.0,1044.94,6618.56,59648.98,1459963.58,-416643.12,-511205.97,242712.85,1815,1419
201,2021,Castilla y León,Palencia,Mujer,Extranjero,100,10917804.78,5332382.1,6291.65,0.0,18707.07,27396.6,338540.05,230555.99,31324.94,125972.95,14570.04,6114502.65,20846.59,6135349.24,5844975.07,20495.37,5835842.42,7231187.5,5410650.0,1655000.0,6537.5,159000.0,300095.29,296721.07,596816.36,18116.08,0.0,4891.28,30440.57,548259.49,-128983.18,-250655.37,176197.18,1013,969
202,2021,Castilla y León,Palencia,Hombre,Nacional,100,1050989444.39,867044540.32,24253292.17,595113.04,12418111.09,17586080.76,73894452.76,9188228.7,32780452.9,3208110.36,30500995.64,1031250970.8,51125157.73,1082376128.53,986355609.11,50976353.58,1035373558.52,370413325.83,294699200.0,37882800.0,418325.83,37413000.0,95513472.74,93397459.76,188910932.5,4353300.71,196124.67,1190339.02,1745678.97,181616457.08,5865865.93,2840706.16,4022584.3,57558,47336
203,2021,Castilla y León,Palencia,Mujer,Nacional,100,682934024.2,508857991.1,14893082.07,328109.46,9352867.36,16275871.65,25577930.62,6076729.41,5365952.91,1898833.55,21202391.95,580854893.3,34236009.37,615090902.67,570960698.04,34185160.32,604377436.89,280764558.33,224260100.0,31510000.0,282458.33,24712000.0,51724043.3,50635085.23,102359128.53,2479645.06,14625.02,991900.76,1067303.16,97972278.71,4091711.9,1039295.31,4615355.05,38015,37015
204,2021,Cataluña,Tarragona,Mujer,Extranjero,100,218244679.3,131442883.08,2302963.4,65614.59,733608.86,2200445.21,13151952.34,3966375.51,66023.96,4024763.15,5281604.03,156306791.1,7338758.12,163645549.22,151338376.04,7325570.62,157728488.23,127142416.67,92687700.0,28256900.0,322316.67,5875500.0,11712114.84,12468509.17,24180624.01,552974.17,10.5,103033.3,188292.96,22791576.18,2465130.23,412430.97,3309772.19,17367,16423
205,2021,Cataluña,Tarragona,Mujer,Nacional,100,3409525201.39,2654472828.74,63449712.93,913449.74,37588760.42,66666774.61,141183909.06,21416940.54,8022795.43,15600281.57,119728709.74,2967525759.88,175035423.03,3142561182.91,2911001565.29,174794493.66,3081782860.15,1273375141.24,965068000.0,179721800.0,2099641.24,126485700.0,284897528.9,298098788.46,582996317.36,16168392.55,44166.04,4163433.28,1638397.02,561290021.74,40337497.76,21278273.08,29127292.23,167248,162065
206,2021,Cataluña,Tarragona,Hombre,Extranjero,100,457547120.72,323520514.33,2833341.59,61272.44,984765.62,2426954.27,30053704.36,7872886.81,505163.53,7567618.22,8632189.63,373151506.3,11099660.14,384251166.44,347088517.62,11066693.83,356474487.09,239110650.0,154627650.0,72756950.0,343050.0,11383000.0,27568002.95,29289541.81,56857544.76,1078110.54,20146.66,144570.64,397114.11,54522836.98,1215293.53,-1226585.27,6726272.17,35327,27447
207,2021,Cataluña,Tarragona,Hombre,Nacional,100,5142104432.95,4367895027.76,110126101.95,1427839.59,44313115.69,69523498.84,297572995.19,30901777.11,23491951.21,17558248.51,183441137.35,4883786080.13,276926861.58,5160712941.71,4716551764.98,276462106.37,4985130055.52,1522092908.32,1155941150.0,196773850.0,2276408.32,167101500.0,516797274.6,537767172.67,1054564447.27,23231374.46,102869.33,4756485.7,1661590.96,1024199479.98,56988861.34,40578296.64,23374406.28,222373,190032
208,2021,Cantabria,Cantabria,Mujer,Extranjero,100,50256292.37,27392062.55,758820.67,128.79,193807.32,380414.37,4713993.74,1501855.25,15218.93,824865.41,950519.75,35173537.55,1689138.75,36862676.3,33881905.25,1678383.31,35334391.56,34001875.0,24928900.0,7793850.0,73125.0,1206000.0,2530200.94,2564222.28,5094423.22,113646.28,0.0,40084.44,95050.04,4776915.63,-68876.34,-471372.81,667980.75,4707,4446
209,2021,Cantabria,Cantabria,Hombre,Nacional,100,3993283152.71,3369580892.47,112371320.4,2329971.04,41174329.06,55605267.9,249366024.97,27620910.44,6225208.8,16201691.94,159657584.67,3795819958.07,251337182.4,4047157140.47,3640981478.95,250759007.86,3886414103.64,1290634404.14,973231950.0,145414250.0,2094704.14,169893500.0,381427759.39,388482990.68,769910750.07,18597297.0,187377.52,4548943.2,6282031.53,740071953.61,18303783.95,5888903.34,15589702.17,193761,158253
210,2021,Cantabria,Cantabria,Hombre,Extranjero,100,99111913.57,71549541.55,1238354.64,12991.03,215173.79,533713.32,12687327.18,2180306.38,900.72,918514.95,1063484.71,88330985.47,2215590.75,90546576.22,83843397.34,2203231.49,85681161.27,46458875.0,34246700.0,10433950.0,45725.0,1732500.0,7187213.92,7342690.12,14529904.04,285978.68,2798.6,64326.44,179851.3,13817045.49,-101009.57,-418987.58,517977.96,7379,6086
211,2021,Cantabria,Cantabria,Mujer,Nacional,100,2599734884.19,1988950048.47,85627996.4,1236558.86,35610180.17,57647092.57,120739325.73,19956463.05,3204124.87,13254419.35,118753637.63,2258537259.52,192950370.52,2451487630.04,2219787295.47,192753554.94,2409577277.51,1039391514.97,788180900.0,129227250.0,1948864.97,120034500.0,217989929.96,220845330.29,438835260.25,11592244.94,64436.05,4122000.8,5038613.8,418476807.18,21525171.28,11401211.19,16793374.47,136182,131705
212,2021,Canarias,Santa Cruz de Tenerife,Mujer,Extranjero,100,261547404.6,153722752.56,10319781.56,522253.41,2037117.14,8874778.39,28001354.69,5299067.24,99058.7,1966616.26,19295580.55,201554709.94,29172914.26,230727624.2,196076997.73,29133480.4,222914290.59,160262075.0,128277600.0,26717550.0,277925.0,4989000.0,17447779.75,17333730.06,34781509.81,610629.4,286004.84,146126.12,1463114.44,31484547.33,6836447.67,5368854.23,2156929.87,23300,22195
213,2021,Canarias,Santa Cruz de Tenerife,Hombre,Nacional,100,4516326009.63,3564418718.04,78700330.12,11290140.68,44000535.93,104661408.4,400277886.98,43256735.96,24278147.97,14056621.85,150247035.99,4236900163.45,220380901.32,4457281064.77,4078771822.07,219974471.53,4285391488.91,1649996456.64,1281904100.0,199161050.0,3191806.64,165739500.0,411848804.33,412890602.65,824739406.98,17322023.51,16541756.83,4231639.24,18390914.64,771026619.81,21770930.18,6505013.14,18384914.86,251408,215468
214,2021,Canarias,Santa Cruz de Tenerife,Hombre,Extranjero,100,313921878.42,205460405.74,14106086.67,694513.53,2475402.59,9585145.07,53279771.33,6934757.85,104697.09,2206040.81,40730346.74,282843040.37,53828097.61,336671137.98,271974047.57,53742182.06,321128710.78,166395450.0,136498650.0,25070100.0,232200.0,4594500.0,29517364.67,29691616.7,59208981.37,627777.02,1253266.64,129239.8,1754885.06,53181046.73,16461889.12,15691915.96,1033706.18,26679,23451
215,2021,Canarias,Santa Cruz de Tenerife,Mujer,Nacional,100,3805819352.13,2841509261.01,52879416.11,11202286.97,39196608.83,112974460.72,194799207.07,23404145.28,10876952.52,10458917.36,122697411.86,3270102895.13,170690926.96,3440793822.09,3208823293.95,170542806.74,3373963149.19,1545778729.13,1175549850.0,225667950.0,4169479.13,140391450.0,308618722.65,307086497.25,615705219.9,14821067.56,6860949.16,5122984.92,16550000.04,573878327.44,7852985.42,-10239106.19,26680489.86,208282,201868
216,2021,Andalucía,Jaén,Mujer,Extranjero,100,16591588.96,8774569.19,86710.91,0.0,72487.03,73481.84,1845654.66,756053.71,55551.2,125040.27,71356.16,11709718.1,155640.2,11865358.3,11199068.33,152461.3,11250969.27,12752175.0,9174150.0,3273050.0,16975.0,288000.0,927665.02,937231.81,1864896.83,12205.82,450.0,8033.98,5278.55,1835241.55,-51843.2,-290733.93,317315.68,1774,1636
217,2021,Canarias,"Palmas, Las",Mujer,Nacional,100,4218873613.36,3156518746.55,63584250.59,3582756.75,40281578.21,123748856.82,209852427.27,33550632.31,2966482.79,12447855.63,150921332.63,3599196372.95,207641565.62,3806837938.57,3537056669.3,207489358.3,3739880834.65,1653002151.75,1276429900.0,253408150.0,3581851.75,119582250.0,344024310.88,342418674.31,686442985.19,17377528.3,7656896.17,5807766.62,18158880.69,640487370.44,11378406.96,-7878725.26,29636278.11,226759,220710
218,2021,Canarias,"Palmas, Las",Mujer,Extranjero,100,266219759.98,161662062.03,4474924.01,294553.72,1718471.4,8133995.54,28756992.33,12454727.91,176153.68,3213907.74,14844774.19,216819637.97,18983651.64,235803289.61,210995454.6,18961119.76,228321636.47,153681112.5,121361500.0,28568900.0,282712.5,3468000.0,18007856.85,17897649.13,35905505.98,714177.9,355706.69,146864.4,1629550.56,32445780.08,5366520.13,3891195.28,2423170.48,22230,21257
219,2021,Canarias,"Palmas, Las",Hombre,Nacional,100,5405141791.7,4347101752.4,99548141.82,5420808.28,47594454.63,124902792.47,502247697.62,72108587.21,7853613.85,19607677.42,188918104.95,5154263182.01,275018995.12,5429282177.13,4981674067.25,274662934.5,5246498454.63,1817291006.61,1435892300.0,230499600.0,3193206.61,147705900.0,523818185.88,527186589.04,1051004774.92,22313413.02,26361445.8,5049761.48,22496979.0,977765533.38,31777659.95,16462623.41,20241213.88,281593,243246
220,2021,Canarias,"Palmas, Las",Hombre,Extranjero,100,360829076.82,238506677.72,9019322.93,607805.27,1943063.22,8939159.46,62811880.88,15981973.52,189416.21,3988568.17,21069244.12,333344194.05,29196005.55,362540199.6,320389859.05,29117281.02,346394959.14,184035375.0,147645000.0,32067300.0,189075.0,4134000.0,31744158.57,32078224.94,63822383.51,841744.24,2361200.18,135556.62,2249583.99,56586354.14,12636620.99,11804737.58,1537943.18,29571,25787
221,2021,"Madrid, Comunidad de",Madrid,Mujer,Nacional,100,40601974618.57,33676732615.05,1465603532.2,20029511.98,487706340.13,971993422.19,1804118024.39,76384762.71,20789348.53,53526337.41,2822555452.56,37363151941.79,4061507454.0,41424659395.79,36787154491.32,4060134504.9,40815443807.52,11795182412.92,9341122950.0,1678517450.0,20120212.92,755421800.0,4429174302.34,4229136887.8,8658311190.14,168909782.49,3567660.87,86017520.88,53265226.48,8336876237.58,674846147.75,529639334.48,240690846.08,1604855,1573089
222,2021,"Madrid, Comunidad de",Madrid,Mujer,Extranjero,100,2067068585.39,1450526786.09,64700282.95,1319807.11,7060512.94,21065986.86,118218587.78,49582869.61,36854.54,2890875.39,79599466.83,1653802230.31,140003308.73,1793805539.04,1617121150.75,139918421.07,1752179393.41,896717489.14,689138700.0,184950550.0,2253489.14,20374750.0,172156427.73,164181200.85,336337628.58,4453044.88,111354.86,2043676.42,6188190.07,317199027.13,12197246.64,-1745161.45,22733374.09,129086,123253
223,2021,"Madrid, Comunidad de",Madrid,Hombre,Nacional,100,58810856129.18,51832173589.48,2577975407.52,31605892.41,550723382.75,889848806.32,4489322006.06,220636695.09,30398776.64,76410926.64,3861535836.49,58595911658.4,6020276923.44,64616188581.84,57039999214.42,6015382330.48,62993850085.72,13133762019.47,10429934000.0,1750693250.0,15675369.47,937459400.0,7965999433.91,7539478828.54,15505478262.45,209182625.08,21775520.78,96703969.02,53915160.22,15026652423.21,1187015074.55,1083608344.16,143729603.43,1996873,1716675
224,2021,"Madrid, Comunidad de",Madrid,Hombre,Extranjero,100,3810054319.82,3077654110.25,129211831.25,13310957.69,9652239.23,23652693.63,348451093.7,64457631.7,72606.42,3926300.23,324409131.84,3549190598.22,439057032.78,3988247631.0,3441438815.03,438637915.56,3870268843.58,1198375654.96,891425100.0,276718700.0,1762754.96,28469100.0,496076642.39,462979020.2,959055662.59,7881965.59,763024.29,3082379.86,7606599.59,909831914.63,86084712.37,77365598.66,15670950.74,187214,159309
225,2021,Galicia,Pontevedra,Hombre,Extranjero,100,117591476.1,85290567.41,1010690.58,16313.54,181035.05,450240.31,10555482.41,1227878.31,24109.16,354110.26,959320.23,98467707.57,1893140.98,100360848.55,94619711.83,1875099.35,96109341.99,49972650.0,37682550.0,10345650.0,76950.0,1867500.0,9646023.25,9678862.59,19324885.84,155852.02,5118.04,49789.26,128913.63,18870529.8,415418.41,23820.38,640998.09,7826,6648
226,2021,Galicia,Pontevedra,Mujer,Extranjero,100,58033336.27,31721668.92,710409.07,8504.99,133109.78,437082.43,3219268.44,1057911.97,46734.38,477274.45,962173.17,37349160.06,1655354.84,39004514.9,36147702.15,1653317.31,37502210.67,38233500.0,28551950.0,8457050.0,65000.0,1159500.0,2713242.68,2755200.72,5468443.4,77302.78,888.52,36976.9,65056.79,5216892.63,-184968.59,-769347.57,880695.63,5323,5074
227,2021,Galicia,Pontevedra,Mujer,Nacional,100,3916650244.27,2895302317.44,75648056.77,1328767.95,38549950.2,92452637.18,183601687.97,28950069.66,7047339.01,9949427.57,143089460.42,3294292040.03,210649961.17,3504942001.2,3235902171.75,210438220.43,3440687419.69,1663686851.65,1274185150.0,215592700.0,6903601.65,167005400.0,296155434.04,301780040.58,597935474.62,11706078.03,102472.71,5267909.21,3038109.34,577832964.8,34735132.45,11263973.18,32713540.08,220661,213502
228,2021,Galicia,Pontevedra,Hombre,Nacional,100,5686475519.82,4680607285.91,117218518.61,2140226.35,40942415.42,83452959.55,342704002.27,34526634.57,8921908.01,13268158.43,173958267.88,5253629638.16,275211097.01,5528840735.17,5055377019.06,274708711.75,5320213088.71,1936394168.32,1483002900.0,227499750.0,7669268.32,218222250.0,506818449.12,515418874.7,1022237323.82,16246834.17,259300.98,5013265.6,4504961.07,995315540.06,33148689.86,11148986.88,26384252.04,290214,243427
229,2021,"Murcia, Región de",Murcia,Mujer,Extranjero,100,276251913.78,129464771.72,2545974.18,117058.0,998524.06,1884397.52,12958232.71,4544767.75,515713.7,1099920.58,3733728.53,152312516.77,6098787.49,158411304.26,146853572.98,6082784.75,152260353.68,196105025.0,146563100.0,45277350.0,146575.0,4118000.0,8630061.27,8555742.98,17185804.25,368202.34,773.16,85112.1,109507.69,16395378.67,912325.18,-1787334.72,4398423.31,26772,25625
230,2021,"Murcia, Región de",Murcia,Mujer,Nacional,100,5167641034.92,3809682594.95,96980216.81,1771630.27,81009551.86,101803835.09,220321679.48,28652709.65,32541098.79,11381301.78,239545644.34,4341620714.18,319253605.46,4660874319.64,4260404213.01,318903356.2,4574038538.16,2221658758.28,1620849850.0,364170950.0,4066958.28,232571000.0,411003174.65,405561179.82,816564354.47,20729780.66,141145.47,7041250.37,3349214.23,786348785.18,38211225.05,2627118.76,54562497.46,286901,276260
231,2021,"Murcia, Región de",Murcia,Hombre,Nacional,100,7845916067.19,6377207093.59,186375922.32,3300022.64,101757768.01,105811619.46,545856715.55,51815995.05,73783637.08,15771798.11,318069626.03,7362193107.85,478388215.87,7840581323.72,7039258950.47,477542362.05,7506340230.6,2842240114.12,2028081600.0,464939100.0,5094914.12,344124500.0,716606956.23,708193815.21,1424800771.44,35141752.52,533515.89,7902586.59,5204742.98,1376205571.21,43010741.26,4708127.96,55319547.52,416826,338912
232,2021,"Murcia, Región de",Murcia,Hombre,Extranjero,100,745504006.83,446100122.04,4256722.85,187653.97,1624192.64,2216865.58,26721966.15,9029769.32,1337301.91,1809598.84,14646273.88,490577853.61,18596775.39,509174629.0,452461769.2,18507613.37,469663451.85,432868275.0,301810700.0,121409450.0,187625.0,9460500.0,26211447.48,26094457.15,52305904.63,1105828.3,16664.78,124615.62,373666.18,47985833.55,-362426.88,-4097557.23,8771088.46,64912,53238
233,2021,Castilla y León,León,Mujer,Extranjero,100,27791327.34,14399433.52,96837.81,12932.52,74019.91,101446.81,969539.92,924565.25,107736.53,415665.66,136137.67,17216534.56,196689.84,17413224.4,16457677.38,195992.04,16574707.3,20046850.0,14789300.0,4591050.0,30500.0,636000.0,1068803.07,1053097.1,2121900.17,39159.04,0.0,13498.88,44096.18,2031553.34,-260189.48,-567783.44,452043.95,2778,2635
234,2021,Castilla y León,León,Mujer,Nacional,100,1940290766.89,1448266926.71,36524775.22,306873.04,26541681.36,32983714.3,76242738.1,16443755.46,13343152.25,5046341.06,60213871.62,1639019532.0,91631634.23,1730651166.23,1608889242.57,91448937.22,1698280052.73,797126470.83,638731650.0,85147350.0,1316220.83,71931250.0,148581024.04,145427950.15,294008974.19,7110477.63,42690.78,2693500.92,2486852.06,281934993.9,11413245.28,2855828.89,12122548.41,108114,104684
235,2021,Castilla y León,León,Hombre,Nacional,100,2941840988.16,2435195676.59,57893667.72,786950.46,32790431.23,32133240.49,164938958.63,20517593.06,40802579.12,6256550.66,79847252.12,2765903083.88,125321140.17,2891224224.05,2644806473.04,124947407.52,2764481194.43,996302091.66,794745050.0,95181350.0,1496691.66,104879000.0,259390270.62,253387947.2,512778217.82,11291298.42,88980.47,2868875.68,3829087.23,494981361.3,2785342.78,-5887763.82,10170128.8,155193,127028
236,2021,Castilla y León,León,Hombre,Extranjero,100,62660656.43,43720980.4,297704.16,18883.8,132718.73,123688.37,3327447.65,993528.81,113422.35,442614.82,566933.34,49362253.9,865729.86,50227983.76,45906179.57,859647.27,46598237.28,30862200.0,22016700.0,7414600.0,19400.0,1411500.0,3455548.92,3389525.13,6845074.05,127222.78,0.0,25638.02,145255.41,6509889.41,-729589.2,-981609.6,473420.4,4931,3878
237,2021,Resto,Resto,Hombre,Extranjero,100,46530629.39,29804627.08,976358.8,22449.87,233432.53,622881.53,3649181.68,4612610.9,4501.67,628647.86,2317537.44,39725852.53,3160901.98,42886754.51,36086696.11,3159002.93,39199148.66,40458350.0,21756500.0,15888450.0,12900.0,2800500.0,2862056.46,2843562.91,5705619.37,43525.06,1960810.44,11315.3,0.0,3340199.65,64221.47,-408080.22,1555484.98,5068,3864
238,2021,Resto,Resto,Mujer,Extranjero,100,17898049.76,9796988.85,125063.24,24198.72,98778.58,547727.26,1171406.72,1088044.37,5420.75,445318.13,155693.79,13184225.27,278893.1,13463118.37,12411893.18,278472.01,12669200.37,21104800.0,11926850.0,7561350.0,17600.0,1599000.0,959763.73,959763.73,1919527.46,17246.98,733816.3,6716.86,0.0,1151244.85,-48581.41,-315924.28,647476.86,2327,2120
239,2021,Resto,Resto,Hombre,Nacional,100,1069941341.91,919941430.33,26117321.04,354508.72,11705678.74,20295450.54,59685888.95,16263071.04,111694.0,3887487.34,27872235.57,1036358938.88,51340439.81,1087699378.69,995976070.88,51270614.42,1046565327.5,338325530.0,219729300.0,75252500.0,397230.0,42946500.0,110566912.83,110433120.68,221000033.51,3892673.82,124504693.92,945122.4,0.0,91529933.33,-5278773.62,-10147286.54,10540189.22,47317,37433
240,2021,Resto,Resto,Mujer,Nacional,100,615293320.26,490796058.11,14569854.78,198088.37,7966556.79,16649641.27,20524526.35,8527761.5,192783.03,2615039.25,18203807.9,549866189.87,31525184.65,581391374.52,540238087.94,31500837.4,571504445.28,236178449.99,159986650.0,46839250.0,326049.99,29026500.0,56175973.96,56166395.75,112342369.71,2474177.24,63629505.88,761050.44,0.0,45515264.94,-3002108.08,-6497650.99,6650376.21,29008,27692
241,2021,Castilla - La Mancha,Toledo,Mujer,Nacional,100,2421665841.13,1766302508.8,32511203.35,700831.09,33371948.92,40511189.4,92809819.02,15426137.65,12349970.05,6118087.22,86118132.74,1982013511.83,113506793.43,2095520305.26,1944337335.52,113312674.43,2054435810.15,1022891551.66,787548450.0,169712400.0,1493301.66,64137400.0,176436299.52,176391612.92,352827912.44,12272002.43,26408.93,3125901.1,2041925.66,336062152.31,9954790.65,-3139759.36,21974165.62,139252,134307
242,2021,Castilla - La Mancha,Toledo,Mujer,Extranjero,100,93083982.63,49439036.38,187701.11,19672.62,269086.85,344771.1,3425461.94,3748154.1,40751.79,513904.59,795126.58,58100387.02,976999.6,59077386.62,55780742.09,970102.37,56374762.03,63552729.16,45388050.0,16573150.0,117779.16,1473750.0,3458532.07,3458532.07,6917064.14,225875.37,516.68,50914.22,70554.52,6591698.87,-933482.76,-1955475.23,1648359.16,8660,8144
243,2021,Castilla - La Mancha,Toledo,Hombre,Extranjero,100,208037605.52,138560804.86,670541.37,26602.61,482912.05,466645.87,13551356.66,5618725.24,96966.45,669701.62,638482.04,160058344.71,1249008.62,161307353.33,146488718.18,1241553.11,146968433.81,118440391.66,77758500.0,37466550.0,135841.66,3079500.0,9285605.44,9285605.44,18571210.88,505178.64,2112.58,99208.5,196005.13,17774261.94,-3536938.63,-4635984.74,2442622.78,18138,13942
244,2021,Castilla - La Mancha,Toledo,Hombre,Nacional,100,4051440688.48,3264599618.44,65244458.93,1319574.02,51311531.88,46850216.34,243159937.76,31737770.77,35756586.0,8840897.57,120664265.76,3713791884.48,176762516.54,3890554401.02,3524385293.46,176338619.36,3693821168.56,1454498079.99,1110056000.0,225565450.0,1677229.99,117199400.0,335658158.86,335501493.67,671159652.53,21732715.44,151993.17,4107074.62,4096266.18,641770009.87,1945118.71,-11012263.73,19929650.13,230954,183237
245,2021,Castilla y León,Zamora,Hombre,Extranjero,100,16239665.99,10323455.24,30720.83,2659.67,16584.39,147760.9,1165556.23,334428.32,10154.25,131208.59,75898.28,12171574.72,104923.62,12276498.34,11343560.66,103083.87,11358655.32,8939350.0,6348250.0,2211700.0,7400.0,372000.0,745202.79,732460.2,1477662.99,24330.92,0.0,3198.84,35837.88,1417442.48,-83118.07,-149317.3,151749.23,1379,1124
246,2021,Castilla y León,Zamora,Mujer,Nacional,100,623474183.29,450284761.54,11944005.29,253552.15,8519788.75,11848160.79,27021834.85,5852473.88,6585044.54,2353112.0,19533912.43,518873488.97,29669798.9,548543287.87,509001790.17,29606233.11,537494388.7,275293612.5,222232750.0,28464350.0,481012.5,24115500.0,45629320.31,44646584.44,90275904.75,2146965.96,77711.26,815174.46,717607.0,86652597.1,3818654.67,1193132.78,3857129.5,37757,36283
